n_total,n_ok,n_error,timesteps,postprocess_finn,mean_auprc,median_auprc,std_auprc,mean_best_dice_oracle,median_best_dice_oracle,std_best_dice_oracle,mean_tumour_prevalence_evalmask,fold,status
1251,1251,0,500,True,0.6041503718344177,0.6829813225500477,0.2800575360912354,0.615937725120716,0.677288960401868,0.2195186961639501,0.0852398608054879,0,complete
1251,1251,0,500,True,0.5921277083744249,0.6563070237059557,0.2786916184524559,0.62342039991053,0.6894507178308518,0.2197868598538548,0.0852398608054879,1,complete
1251,1251,0,500,True,0.5337094599553597,0.5743184327297979,0.2805048593844518,0.5872349950263455,0.6435948143265217,0.2278781472159118,0.0852398608054879,2,complete
1251,1251,0,500,True,0.617094682382666,0.6971414713497823,0.2682582226308236,0.6247293103559608,0.6881695657182352,0.2110707119304121,0.0852398608054879,3,complete
1251,1251,0,500,True,0.5051749041984874,0.5356418961393875,0.2770424784138816,0.564417264222719,0.6147649461994361,0.2285891560345234,0.0852398608054879,4,complete
